percentTest,angles,n,normalize,smoothingWindowSize,rotate,datasetId,c,tolerance,sd,batches,Tr,Tr(sd),Te,Te(sd)
0.1,False,128,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,95.37,2.79
0.3,False,128,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,95.99,0.17
0.5,False,128,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,93.61,0.03
0.7,False,128,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,92.39,0.33
0.85,False,128,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,86.33,0.06
0.1,False,128,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,99.49,0.00,94.91,1.50
0.3,False,128,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,99.54,0.03,95.83,1.50
0.5,False,128,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,99.44,0.00,93.89,0.54
0.7,False,128,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,99.54,0.00,91.80,0.03
0.85,False,128,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,96.60,0.38,70.42,2.24
0.1,False,128,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,94.44,0.64
0.3,False,128,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,95.22,1.24
0.5,False,128,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,95.09,0.21
0.7,False,128,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,92.39,0.21
0.85,False,128,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,87.09,0.11
0.1,False,128,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,96.30,0.86
0.3,False,128,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,94.91,0.50
0.5,False,128,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,93.70,0.52
0.7,False,128,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,94.38,0.27
0.85,False,128,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,86.44,0.89
0.1,False,128,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,97.22,0.64
0.3,False,128,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,96.30,0.00
0.5,False,128,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,95.28,0.54
0.7,False,128,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,93.45,0.04
0.85,False,128,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,88.45,1.02
0.1,False,128,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,98.20,0.02,93.52,0.86
0.3,False,128,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,97.16,0.19,93.36,0.10
0.5,False,128,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,96.11,0.03,90.19,0.16
0.7,False,128,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,83.33,0.50,63.03,0.29
0.85,False,128,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,42.28,1.24,17.97,0.35
0.1,False,128,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,96.30,1.50
0.3,False,128,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,96.45,0.88
0.5,False,128,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,94.81,0.06
0.7,False,128,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,93.92,0.21
0.85,False,128,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,87.53,0.64
0.1,False,128,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.76,1.50
0.3,False,128,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.14,0.45
0.5,False,128,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,94.72,0.18
0.7,False,128,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,93.39,0.06
0.85,False,128,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,88.13,0.18
0.1,False,128,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,96.30,2.79
0.3,False,128,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,95.52,0.67
0.5,False,128,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,95.09,0.78
0.7,False,128,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,93.58,0.23
0.85,False,128,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,88.24,1.18
0.1,False,128,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,90.84,0.27,85.65,2.79
0.3,False,128,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,81.61,0.14,71.76,0.29
0.5,False,128,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,61.02,0.06,48.70,1.06
0.7,False,128,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,25.77,1.74,15.74,0.03
0.85,False,128,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,0.31,0.10,0.00,0.00
0.1,False,128,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.85,0.00,95.83,8.36
0.3,False,128,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.87,0.00,94.44,1.79
0.5,False,128,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.91,0.01,94.26,0.01
0.7,False,128,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.85,0.02,93.12,0.21
0.85,False,128,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.07,0.29,81.75,1.64
0.1,False,128,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,98.15,0.86
0.3,False,128,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,95.99,0.17
0.5,False,128,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,94.91,0.57
0.7,False,128,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,92.33,1.08
0.85,False,128,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,86.66,1.20
0.1,False,128,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,98.61,0.64
0.3,False,128,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,96.30,0.29
0.5,False,128,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,95.19,0.37
0.7,False,128,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,92.86,0.35
0.85,False,128,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,87.91,0.33
